iter	Logloss
273	0.3072437055
274	0.3069252587
275	0.3065793829
276	0.3062942764
277	0.306049249
278	0.3058660844
279	0.3056081998
280	0.3053735174
281	0.3049876807
282	0.3047720625
283	0.3044369751
284	0.3039725759
285	0.3036807303
286	0.3033622243
287	0.3030538268
288	0.3028625932
289	0.3027001185
290	0.3024717317
291	0.3022794931
292	0.3020232341
293	0.3018196753
294	0.3013200146
295	0.3010429475
296	0.3006840371
297	0.3004205367
298	0.3001602579
299	0.2999273194
300	0.2996419763
301	0.2993987815
302	0.2991508281
303	0.2987868043
304	0.2984090071
305	0.298032333
306	0.297796291
307	0.2976457868
308	0.2974167203
309	0.2972775069
310	0.2968817094
311	0.2965870559
312	0.2963216047
313	0.2959574037
314	0.2956921298
315	0.2954294274
316	0.2950823103
317	0.2949008304
318	0.294580551
319	0.2942355916
320	0.2939874016
321	0.2936761371
322	0.2934246959
323	0.2932610094
324	0.293003243
325	0.2927227177
326	0.2924596311
327	0.2922118549
328	0.2920600208
329	0.2918318705
330	0.2916040453
331	0.291369954
332	0.2910838425
333	0.2908567858
334	0.2905798961
335	0.2903224843
336	0.2900790826
337	0.2897708921
338	0.2895115591
339	0.2892498026
340	0.2890888353
341	0.2889454839
342	0.2887473044
343	0.2885272823
344	0.2882927772
345	0.2880528337
346	0.2878125946
347	0.2873818903
348	0.2871477104
349	0.2868534411
350	0.2864799296
351	0.2860382893
352	0.2859069085
353	0.2856953101
354	0.2851849794
355	0.2848706705
356	0.2846524218
357	0.2844218774
358	0.2840339125
359	0.2839127289
360	0.2837009827
361	0.2834125066
362	0.2831691049
363	0.2829631519
364	0.2828082438
365	0.282678134
366	0.2824305056
367	0.282238001
368	0.2820088754
369	0.2817874049
370	0.2816249598
371	0.281414455
372	0.2810576728
373	0.2808091873
374	0.2806403578
375	0.2802816248
376	0.2801098692
377	0.2798209497
378	0.2796228293
379	0.2794225217
380	0.2791894649
381	0.2787882586
382	0.2785790247
383	0.2784289639
384	0.2780368611
385	0.2776224427
386	0.2774115833
387	0.2771490286
388	0.2769564354
389	0.2767463444
390	0.2765343026
391	0.2763663008
392	0.2761763677
393	0.2759545721
394	0.2755943317
395	0.2754398374
396	0.2752447318
397	0.2750613603
398	0.2748601364
399	0.2746842724
400	0.274374397
401	0.2741030049
402	0.2738162431
403	0.273680813
404	0.2733248584
405	0.273167231
406	0.2729829137
407	0.2728595724
408	0.2727248517
409	0.2724097744
410	0.2720881058
411	0.2716881408
412	0.2715142275
413	0.2713432109
414	0.2711971994
415	0.2709815222
416	0.2707177261
417	0.2705431331
418	0.2703477319
419	0.2701516509
420	0.2700206249
421	0.2698345341
422	0.2697033307
423	0.2695539793
424	0.2693701054
425	0.2692019262
426	0.2690345155
427	0.268826523
428	0.268612767
429	0.2684715733
430	0.2681535698
431	0.2678275268
432	0.2676837025
433	0.2672842695
434	0.2671070164
435	0.2669076545
436	0.2667513573
437	0.2666297007
438	0.2662598839
439	0.266066463
440	0.2659018898
441	0.2657034442
442	0.2655209299
443	0.2653136468
444	0.2649464309
445	0.2647577096
446	0.2645985749
447	0.2644671941
448	0.2640123714
449	0.2638222609
450	0.2636010565
451	0.263417685
452	0.2632107271
453	0.2630251092
454	0.2626954012
455	0.2625241776
456	0.2623934175
457	0.2622068244
458	0.262058537
459	0.2619259444
460	0.2617538932
461	0.2616144434
462	0.2614241261
463	0.2611123
464	0.2609603771
465	0.2607996167
466	0.2605618604
467	0.2602527831
468	0.2599530162
469	0.2597738714
470	0.2596364906
471	0.259449188
472	0.2592699545
473	0.2590776864
474	0.2588592899
475	0.2586260558
476	0.2585023007
477	0.2583453532
478	0.2581895288
479	0.2579531321
480	0.257717031
481	0.2575667929
482	0.2573965151
483	0.2572406907
484	0.2569659882
485	0.2567211678
486	0.2565324465
487	0.2561148655
488	0.2559392971
489	0.2557000925
490	0.2554384245
491	0.2552257325
492	0.2550613958
493	0.2548654034
494	0.2546924065
495	0.2545563853
496	0.2544012111
497	0.2541217204
498	0.2538397764
499	0.2536606906
500	0.2534921568
501	0.253133276
502	0.2530262797
503	0.252773804
504	0.2524652292
505	0.2523030205
506	0.252138329
507	0.2520377762
508	0.2518886612
509	0.2517493001
510	0.2515522733
511	0.2513986066
512	0.2512301022
513	0.251097687
514	0.2509783655
515	0.250800728
516	0.2506039968
517	0.2502841017
518	0.2499401767
519	0.2496582031
520	0.2495304579
521	0.2492865833
522	0.2489932894
523	0.248841603
524	0.2486614237
525	0.2485119836
526	0.2482827397
527	0.2481389745
528	0.2480050814
529	0.2478700652
530	0.2477093343
531	0.2474290603
532	0.2472112697
533	0.247095968
534	0.2469530009
535	0.246819093
536	0.2466120611
537	0.2464988431
538	0.2462974567
539	0.2460153501
540	0.2458819447
541	0.2457485689
542	0.2455594042
543	0.2454140578
544	0.2451846661
545	0.2449871368
546	0.2448625837
547	0.2446887296
548	0.2445449349
549	0.2443740364
550	0.2442358428
551	0.2439811356
552	0.2438554593
553	0.2436560827
554	0.2434539278
555	0.243322015
556	0.2431509392
557	0.2430551746
558	0.2429876074
559	0.242858266
560	0.2426721753
561	0.2424874442
562	0.2423493244
563	0.242250279
564	0.2420351781
565	0.2418534471
566	0.2417038444
567	0.2414987486
568	0.2413311753
569	0.2411861983
570	0.241018226
571	0.2407409668
572	0.2404322294
573	0.2402636512
574	0.2401895962
575	0.2400017912
576	0.2399209676
577	0.2395804121
578	0.2393640698
579	0.2392056592
580	0.2390899732
581	0.2389406366
582	0.2386772839
583	0.2385197452
584	0.2383241667
585	0.2381250118
586	0.2380012863
587	0.2378505457
588	0.2377097363
589	0.2375792127
590	0.2374603198
591	0.2373669788
592	0.2371384591
593	0.236901353
594	0.2367555484
595	0.2366269756
596	0.2365082157
597	0.2363499676
598	0.2362495921
599	0.2361095216
600	0.2359888257
601	0.2358743072
602	0.2355961908
603	0.2354470759
604	0.2352288715
605	0.2351142495
606	0.2349929034
607	0.2348835869
608	0.2348242365
609	0.2346157859
610	0.2344531486
611	0.2343437435
612	0.2342025646
613	0.2339557638
614	0.2337817028
615	0.2335962032
616	0.2334922957
617	0.2333843093
618	0.2332032876
619	0.2330537293
620	0.2328095147
621	0.2326954692
622	0.2325755122
623	0.2324699494
624	0.2322516268
625	0.2321057336
626	0.2319306676
627	0.2317776216
628	0.231631285
629	0.23143547
630	0.2312386058
631	0.2310545841
632	0.2308923015
633	0.230775847
634	0.23061052
635	0.2304879177
636	0.2303617094
637	0.2301293472
638	0.23001508
639	0.2298981082
640	0.2298065703
641	0.2294779115
642	0.2292948503
643	0.2292184456
644	0.2291112867
645	0.2288506829
646	0.2287375683
647	0.22861136
648	0.2284267767
649	0.2282245036
650	0.2281322858
651	0.2280051465
652	0.2279040025
653	0.2277940949
654	0.2276385513
655	0.2275605209
656	0.227436352
657	0.2272659117
658	0.2271337181
659	0.2270055147
660	0.2268138377
661	0.2267599997
662	0.2266287076
663	0.2264884302
664	0.2263656801
665	0.2262643588
666	0.226131308
667	0.2259950356
668	0.2258849802
669	0.2258082651
670	0.2256753917
671	0.2254678278
672	0.2252701951
673	0.2250901783
674	0.2249834333
675	0.2247361744
676	0.2245919955
677	0.2244650778
678	0.2243802198
679	0.2242539376
680	0.224147828
681	0.2240156049
682	0.2239659935
683	0.2238052775
684	0.2236812712
685	0.2235785754
686	0.2232898038
687	0.2231844184
688	0.2231100087
689	0.2229823226
690	0.22279969
691	0.2226886001
692	0.2225638549
693	0.2224305381
694	0.2223170689
695	0.2221307861
696	0.2220410954
697	0.2219300942
698	0.2217026385
699	0.2216208691
700	0.2215162374
701	0.22137129
702	0.2212883088
703	0.221155997
704	0.2210397198
705	0.2209658274
706	0.2208424566
707	0.2206915682
708	0.2206344346
709	0.2205595963
710	0.2203468452
711	0.2201329857
712	0.2199694026
713	0.2198951555
714	0.219772494
715	0.2195880881
716	0.2194865451
717	0.2193517505
718	0.2192364487
719	0.21905556
720	0.2189499529
721	0.2188316659
722	0.2187335663
723	0.2186263632
724	0.2185187906
725	0.2184272969
726	0.218342631
727	0.2181758114
728	0.2181137861
729	0.2179976567
730	0.2178668967
731	0.2177464963
732	0.2176725448
733	0.217557376
734	0.2174426654
735	0.2173457924
736	0.2172718852
737	0.2171273811
738	0.2169156202
739	0.2168249689
740	0.2166124099
741	0.216384703
742	0.2162582434
743	0.2161558729
744	0.2160414578
745	0.2159049341
746	0.2157267351
747	0.2155920735
748	0.21548156
749	0.2153512433
750	0.2152410844
751	0.2151049154
752	0.2150075548
753	0.214896657
754	0.2148074836
755	0.2146978568
756	0.2145581409
757	0.2143926219
758	0.2142411719
759	0.2141684913
760	0.2140144108
761	0.2138673648
762	0.2136995847
763	0.2136222193
764	0.213459981
765	0.2133443394
766	0.213272708
767	0.2131937613
768	0.2131419627
769	0.2130011681
770	0.2128705854
771	0.2127573526
772	0.2125659712
773	0.2124605119
774	0.2122602634
775	0.2122019475
776	0.2120236302
777	0.2118682196
778	0.2117487799
779	0.2116537394
780	0.2115086738
781	0.211385569
782	0.2113235732
783	0.2112226953
784	0.2111498964
785	0.2110083776
786	0.2108758441
787	0.2107116847
788	0.2105668555
789	0.2104671598
790	0.2103368875
791	0.2102420687
792	0.2101644668
793	0.2098809859
794	0.2098026894
795	0.2097380188
796	0.2096630475
797	0.2095415979
798	0.2094412372
799	0.2093582116
